,Y
25164,5800.0
7922,3300.0
6130,3800.0
8658,3890.0
6495,3500.0
9928,6400.0
25435,1300.0
24357,2700.0
27661,4000.0
2428,6500.0
31199,2000.0
16011,2700.0
12721,4500.0
40537,3500.0
18716,8000.0
26219,1700.0
1355,1990.0
40,2000.0
1449,2890.0
31138,6000.0
30931,4500.0
13429,3600.0
20873,2070.0
24571,1590.0
11602,3400.0
32662,4800.0
4336,8300.0
17231,3000.0
28659,8800.0
10138,1800.0
8259,1400.0
26091,2800.0
37966,4460.0
10043,3800.0
41118,1690.0
29682,2800.0
35778,3000.0
28539,4400.0
31442,7300.0
37633,5200.0
23825,8800.0
40066,1730.0
20690,5500.0
37306,5200.0
31158,7000.0
25540,2300.0
30355,3100.0
16277,2600.0
8843,1500.0
14821,2090.0
8671,2100.0
15956,6200.0
3691,10500.0
16892,3100.0
7156,2500.0
8898,4000.0
22768,6900.0
30146,2200.0
35629,2670.0
13671,5300.0
5116,3800.0
11961,3800.0
24699,3300.0
21292,14600.0
27009,6600.0
6908,2300.0
24119,3900.0
26781,3000.0
7935,7800.0
15107,4000.0
26059,2300.0
26554,3300.0
39080,1660.0
21154,3900.0
3788,4100.0
38513,6800.0
10692,1700.0
37470,13500.0
6448,13500.0
22499,3000.0
21708,3700.0
27140,2190.0
22752,3090.0
27258,2700.0
6281,2300.0
16970,4700.0
24522,5200.0
23649,4000.0
31026,3350.0
27961,3800.0
34620,3900.0
11913,1800.0
21431,1500.0
14418,2750.0
30796,1000.0
2993,5800.0
28311,660.0
35688,4200.0
1501,2190.0
39604,2190.0
16986,4200.0
26144,1690.0
2559,4000.0
28167,3100.0
2792,5600.0
12869,2860.0
10231,4300.0
15260,4800.0
33590,8000.0
14366,9450.0
34611,3800.0
32273,4800.0
8678,2000.0
11784,3600.0
30753,10000.0
5632,6500.0
11363,4500.0
661,2100.0
12555,2300.0
3731,16000.0
27636,6000.0
15172,4300.0
3419,4200.0
37805,6100.0
5738,1350.0
21638,2400.0
13821,5060.0
32864,3800.0
37432,2390.0
27920,2600.0
40577,2490.0
24479,4600.0
1,2000.0
8297,1100.0
40103,1990.0
36363,5200.0
39492,1200.0
22071,1925.0
11306,4500.0
31435,4800.0
27277,3000.0
4244,5800.0
21717,3600.0
40044,3500.0
513,1500.0
37040,8300.0
39687,1660.0
38288,16000.0
3563,3900.0
4165,2100.0
584,1200.0
31350,3500.0
21968,5000.0
34959,4600.0
27591,3900.0
19150,5000.0
31008,1500.0
9459,1960.0
35360,4300.0
15754,4500.0
24400,9000.0
23374,3000.0
7517,9200.0
27810,2700.0
39351,3360.0
4773,6000.0
15577,3600.0
4805,3500.0
24087,2800.0
3548,12000.0
12092,1590.0
39365,5800.0
19553,4300.0
19164,2600.0
18276,8500.0
7294,2800.0
28492,8800.0
8782,1300.0
758,800.0
29403,2700.0
32418,2800.0
14154,8300.0
8569,4800.0
25158,3500.0
32107,3000.0
32596,3500.0
3127,5000.0
2774,5500.0
311,4000.0
4951,6800.0
2731,10500.0
32089,2330.0
189,4000.0
34220,4600.0
20099,3100.0
31528,3650.0
21353,5000.0
39464,1790.0
21117,5700.0
29411,3400.0
34278,4500.0
34989,15000.0
34518,1600.0
28177,5500.0
22066,4500.0
34699,6000.0
27223,7500.0
8918,2300.0
36776,7500.0
11672,4800.0
18228,5800.0
15830,4300.0
9175,3990.0
29026,3500.0
7456,3500.0
6555,5000.0
41082,2260.0
40534,2690.0
4073,1500.0
33717,4260.0
39273,1290.0
35829,4800.0
6570,4300.0
40150,3590.0
23747,2590.0
34930,4900.0
8020,1350.0
38620,10800.0
10169,1700.0
37790,2600.0
28915,5600.0
19894,7800.0
17984,3500.0
21842,2900.0
23559,4100.0
11323,5200.0
33808,5600.0
40656,2690.0
28752,10000.0
39359,2290.0
40075,3390.0
8637,2600.0
8157,2300.0
7442,1700.0
6414,5400.0
41394,2190.0
7606,2700.0
12812,5000.0
2750,4500.0
27189,4800.0
2897,4500.0
12520,1770.0
29777,4090.0
18079,5500.0
39103,2690.0
21673,2400.0
10996,3000.0
35565,2290.0
3131,2450.0
17623,4400.0
22341,5200.0
16809,5000.0
28794,4000.0
36045,3200.0
5186,2800.0
13837,2290.0
16967,3200.0
12041,2300.0
19780,3000.0
39472,3190.0
25977,4500.0
19961,3450.0
7471,1500.0
16213,4500.0
8938,1800.0
35630,4300.0
36381,5400.0
21315,3200.0
2556,13800.0
29101,4300.0
28851,5300.0
2653,5200.0
9087,1990.0
38073,5600.0
19787,3500.0
6038,9500.0
20977,8000.0
24836,5000.0
21663,4000.0
8221,3300.0
38708,1500.0
19074,20800.0
25945,5200.0
5786,3400.0
26415,3800.0
39826,1960.0
36589,6000.0
7261,2400.0
2611,8500.0
16030,2200.0
40048,3200.0
10878,2100.0
10546,1590.0
8585,2030.0
8421,3500.0
8860,3700.0
129,5200.0
3077,4000.0
21989,11900.0
13875,2830.0
35835,3000.0
21737,10500.0
20646,2500.0
3339,14500.0
33276,3750.0
20318,3700.0
17616,5000.0
40739,1830.0
30159,7000.0
23573,2800.0
1902,6700.0
645,1600.0
1176,7000.0
15489,6600.0
9353,2800.0
4096,1900.0
13868,6800.0
32793,2490.0
11883,1930.0
1068,4800.0
23760,4500.0
7533,8200.0
34524,1990.0
4933,6500.0
32973,4400.0
41256,1660.0
24069,2000.0
4472,5000.0
23254,5500.0
28264,3300.0
21148,5600.0
12263,4000.0
27619,1930.0
24840,4600.0
7023,4300.0
21861,3400.0
37439,3500.0
14448,1660.0
14468,2400.0
31301,4200.0
20686,4800.0
7758,2000.0
13208,3500.0
33975,5500.0
36869,10100.0
30542,2500.0
26084,3500.0
474,1950.0
28008,5000.0
33701,6300.0
2844,3800.0
22567,4300.0
28881,10000.0
38986,6000.0
1514,18000.0
1715,2000.0
4429,2600.0
20835,4200.0
89,3600.0
7943,3590.0
11084,2160.0
26033,17000.0
30907,9000.0
33406,4300.0
1923,7500.0
5972,3000.0
31589,20000.0
4132,1800.0
18933,4000.0
4424,4300.0
35525,3900.0
22016,3500.0
8785,1350.0
3352,4100.0
32657,3900.0
2280,3200.0
6146,4200.0
38001,3500.0
9982,2590.0
14587,4400.0
1028,17700.0
520,2000.0
12910,4200.0
22197,4600.0
1684,7850.0
28704,3100.0
37249,5200.0
9897,5500.0
6931,2400.0
39483,1200.0
18595,1170.0
638,2500.0
2758,7200.0
33976,15000.0
32782,4300.0
26482,4200.0
33223,3700.0
17517,4000.0
37717,6500.0
34834,5500.0
34643,1800.0
9443,3400.0
6296,4600.0
8183,3500.0
38313,2400.0
28910,5300.0
20427,2550.0
9696,5300.0
34748,6550.0
40233,1790.0
15419,20000.0
30788,3600.0
18604,2800.0
38094,5400.0
33885,6500.0
24053,9500.0
7696,3000.0
1947,3200.0
13963,4200.0
1837,5400.0
22144,2090.0
31249,3090.0
40978,2790.0
31553,6000.0
30008,4600.0
7385,3500.0
1537,5000.0
29584,4300.0
7434,9000.0
3803,2500.0
26381,1800.0
11243,9700.0
20114,4000.0
23841,5900.0
20805,1760.0
9260,2250.0
40888,1660.0
2717,3500.0
17124,3700.0
5136,4000.0
11195,6200.0
10072,2800.0
5839,5500.0
13004,4800.0
39304,6500.0
16629,3190.0
31685,4300.0
22544,4800.0
35349,2330.0
33058,5400.0
37186,4000.0
16567,6600.0
35154,4730.0
20991,4500.0
14391,6300.0
11296,4200.0
12484,4300.0
33579,3700.0
33758,5000.0
1147,65000.0
37865,33100.0
4799,4000.0
19577,2500.0
7151,1700.0
15803,5400.0
25562,8300.0
31195,2800.0
18206,4600.0
12165,4200.0
8574,3800.0
18089,3900.0
26965,2990.0
28516,1900.0
35965,7500.0
17620,3500.0
18958,4300.0
39093,600.0
653,1300.0
25620,3700.0
6797,3800.0
36257,4160.0
16251,2660.0
2481,8700.0
486,8000.0
18643,2100.0
2353,3700.0
24244,9500.0
23337,2250.0
19290,4800.0
36012,2070.0
28797,4200.0
15022,3300.0
31333,5300.0
14879,3000.0
5283,4000.0
25642,7800.0
28243,2600.0
1067,26000.0
1943,3000.0
9369,3500.0
30232,8000.0
12435,5890.0
36429,1430.0
31661,1200.0
14774,3660.0
28586,6400.0
8966,2600.0
27806,5900.0
4794,4700.0
12026,4000.0
1078,6000.0
7223,7500.0
14957,4300.0
12694,9800.0
32136,4500.0
18964,1830.0
2804,5400.0
22901,2000.0
2948,26000.0
32962,3600.0
21242,4000.0
20842,3200.0
38294,3500.0
15058,4200.0
27374,6000.0
37728,2000.0
37767,4500.0
3168,5400.0
35967,7800.0
26316,4700.0
40338,2600.0
30067,3000.0
24612,4500.0
2216,3500.0
34281,11500.0
11596,2650.0
8073,5800.0
4992,5800.0
9695,3000.0
20362,3330.0
35497,5000.0
3986,3800.0
5687,5000.0
22790,3800.0
37683,4000.0
30815,6000.0
22443,7600.0
934,4800.0
17301,3300.0
25542,6600.0
33493,4000.0
17354,2060.0
22877,1960.0
20053,3200.0
14983,3360.0
30170,4700.0
2338,8500.0
28773,3100.0
36683,5500.0
25479,1300.0
23918,2000.0
29827,8200.0
10957,6800.0
14534,3500.0
38541,13500.0
31411,6500.0
37151,5900.0
26249,1990.0
1558,2200.0
27410,4100.0
80,1833.0
24066,3100.0
26599,7500.0
26366,2800.0
34319,2190.0
25130,3000.0
28834,6200.0
793,1500.0
19169,3600.0
205,2600.0
37354,3500.0
15666,2390.0
30799,3400.0
26083,3500.0
5312,4600.0
34048,5600.0
36120,4800.0
5131,3900.0
13637,8500.0
32338,4000.0
29765,4960.0
14725,4200.0
41012,1830.0
15491,1290.0
8290,3100.0
7051,5300.0
34947,43000.0
35316,4400.0
25364,5000.0
25452,6800.0
22095,2000.0
31557,1230.0
25878,3650.0
8859,2860.0
15558,4200.0
27903,4100.0
38446,21500.0
2321,7500.0
36652,4490.0
28470,7300.0
30381,5500.0
2305,4750.0
12616,3500.0
9128,1930.0
33538,4700.0
15595,3100.0
17755,2200.0
27803,3500.0
17574,1730.0
36331,2590.0
4813,3700.0
30972,2030.0
1215,0.0
36728,5000.0
16266,9500.0
35155,4360.0
19227,3500.0
1125,8500.0
33981,4390.0
33076,8000.0
32813,6500.0
888,5800.0
31922,2600.0
30366,5500.0
14945,1830.0
36357,3600.0
3964,4500.0
26661,9500.0
1234,2400.0
27387,10000.0
17888,4990.0
16176,2960.0
32337,5000.0
17036,5600.0
40162,1590.0
32142,25000.0
17193,4000.0
13848,6000.0
23770,3950.0
40081,1960.0
1713,9000.0
32249,3100.0
9630,5200.0
38921,3900.0
27370,4500.0
3498,5200.0
20123,3800.0
28611,1290.0
27084,6000.0
16065,4000.0
17444,6600.0
37604,3300.0
24916,1770.0
2557,8500.0
32460,3500.0
18881,5500.0
21409,3000.0
9966,1460.0
25858,2800.0
33819,3500.0
40502,3490.0
14333,4500.0
27900,1700.0
25911,6500.0
32694,3200.0
2795,28000.0
30857,5700.0
12831,3900.0
4348,17800.0
1535,23000.0
35592,5000.0
10275,1350.0
16791,4500.0
33335,5000.0
27637,6500.0
36069,1660.0
8749,5000.0
28228,4000.0
12624,4200.0
37823,22000.0
15151,3200.0
24821,3900.0
5987,2000.0
9324,5160.0
23836,5500.0
22807,2390.0
32119,5400.0
38539,6500.0
4228,8500.0
10008,9000.0
13781,1560.0
21093,3090.0
39003,4300.0
25434,3500.0
13453,3200.0
3684,4700.0
7715,3000.0
20373,2800.0
24596,1700.0
24829,10000.0
7504,5300.0
15564,5000.0
26338,2500.0
95,900.0
3297,4700.0
12116,5000.0
25149,4600.0
20746,5500.0
40767,1490.0
23139,20000.0
16969,3900.0
5766,4200.0
10805,1700.0
34756,3500.0
753,1200.0
281,1500.0
12046,2900.0
7575,3900.0
27785,1960.0
38772,4700.0
40939,2490.0
644,9300.0
28454,4700.0
10334,1600.0
31016,2300.0
23584,1090.0
10223,4000.0
34484,3900.0
14877,3300.0
33119,2600.0
989,11500.0
37843,4700.0
18289,6900.0
10701,2200.0
31719,3500.0
40529,10000.0
6796,11000.0
40109,3400.0
38509,4500.0
32132,4000.0
28556,5200.0
15315,5500.0
16911,160.0
13624,3700.0
10179,1800.0
29689,1960.0
41353,1290.0
34923,2700.0
7874,2760.0
31211,2500.0
6622,2300.0
39724,6300.0
16534,5000.0
16905,9000.0
4312,4500.0
38283,9500.0
4193,1500.0
11631,3600.0
18070,4490.0
4668,4500.0
25360,5200.0
12372,3800.0
21653,3600.0
21289,5390.0
2453,5300.0
22437,5500.0
13655,3400.0
11507,3800.0
30109,5800.0
26987,4700.0
22800,4200.0
37201,2200.0
15206,2330.0
40126,2430.0
17692,9000.0
15168,5000.0
10711,2600.0
13259,7000.0
29788,3000.0
21977,2730.0
25780,3600.0
35099,2600.0
4005,6400.0
29542,5200.0
3383,3800.0
14171,4890.0
7897,6800.0
12132,5400.0
4452,4200.0
20637,4000.0
12379,2600.0
28582,4900.0
39929,1100.0
39936,3700.0
28871,5000.0
31978,5500.0
11829,3300.0
18063,4500.0
23598,5600.0
28667,4000.0
27984,6000.0
41073,2390.0
11440,5600.0
11012,7500.0
2233,3300.0
6634,2600.0
38265,2300.0
13506,4330.0
18235,3900.0
38800,6300.0
39564,2450.0
5823,3500.0
24178,1300.0
35683,4800.0
30537,20000.0
32232,3400.0
11496,4800.0
30092,2500.0
22423,10000.0
11793,3200.0
32360,4500.0
25728,4700.0
18875,4200.0
10669,6300.0
38963,4000.0
5940,1400.0
41237,2670.0
21211,5000.0
22741,6500.0
4680,6000.0
10708,2800.0
26602,1930.0
17234,4600.0
34700,4500.0
38641,3800.0
22994,1590.0
26054,3500.0
21507,7000.0
17580,1250.0
5460,3400.0
30100,5300.0
37745,3100.0
20901,3980.0
29248,3200.0
24625,4000.0
4327,9200.0
18514,1930.0
15143,7600.0
35071,3200.0
19447,3100.0
39280,6000.0
28977,8200.0
6901,17000.0
20456,1790.0
7181,1400.0
21904,3500.0
17867,5000.0
25703,4050.0
20028,3500.0
38782,3730.0
38679,11500.0
14287,3300.0
24696,2500.0
315,1300.0
32651,5800.0
38426,5800.0
11681,2490.0
30074,6500.0
3078,5700.0
27153,5000.0
10896,2000.0
32505,3300.0
5515,8500.0
3955,2700.0
3093,5500.0
10781,1800.0
23123,3300.0
9601,4200.0
24524,4200.0
738,4000.0
37112,4000.0
22125,4000.0
20133,4390.0
30397,3300.0
13951,6800.0
25040,2500.0
36963,5000.0
26066,3900.0
11531,7650.0
38802,3200.0
25069,5800.0
21165,4700.0
27457,1900.0
834,23000.0
40504,2860.0
25234,7000.0
35779,3650.0
37079,4500.0
13237,5000.0
18856,4000.0
16988,4700.0
40840,2660.0
7133,3900.0
12699,3000.0
29858,3300.0
38021,4400.0
32177,5300.0
5072,3700.0
17546,5300.0
29687,3400.0
30498,6350.0
23318,2500.0
40359,3100.0
19996,2805.0
24540,2290.0
8035,3500.0
39442,3800.0
18275,3000.0
3697,6300.0
19607,5300.0
22000,8200.0
13061,3600.0
25589,4000.0
29955,3800.0
6513,7000.0
27626,5200.0
17216,5200.0
20054,2000.0
34160,4700.0
37113,3500.0
19976,3300.0
25490,4000.0
30185,6700.0
12243,2430.0
21857,6100.0
19959,5000.0
10863,4000.0
7927,4800.0
37571,4300.0
5423,70000.0
9122,4000.0
14335,12000.0
24885,8000.0
40672,1460.0
12834,3500.0
26944,4500.0
22433,3800.0
27366,6500.0
33989,15800.0
4811,7500.0
11544,5390.0
1900,4600.0
6557,1800.0
26634,8800.0
29262,4200.0
11381,4200.0
17367,4600.0
9968,1790.0
13468,5500.0
22480,300.0
33349,3000.0
34444,9000.0
16452,3100.0
18217,5000.0
22479,4800.0
27740,8000.0
7068,2800.0
36678,3000.0
21467,1560.0
8151,3333.0
35726,2290.0
40241,2090.0
39525,1690.0
28455,3600.0
4003,4300.0
24731,8800.0
32475,3300.0
11790,4290.0
1670,12000.0
12426,2990.0
477,6600.0
1086,28000.0
32145,2390.0
11731,4000.0
10445,1430.0
8523,1990.0
1633,5500.0
241,3100.0
39388,3900.0
18356,3300.0
38785,4800.0
39626,1800.0
35962,4500.0
35678,2500.0
22336,1660.0
29785,6200.0
909,17500.0
22613,4500.0
8864,7800.0
8912,3850.0
30213,9000.0
34266,4800.0
32756,4400.0
8138,2700.0
18764,2590.0
29657,4500.0
544,3400.0
25561,3800.0
41027,1690.0
23537,3700.0
8916,3800.0
28118,15000.0
21853,6500.0
21828,12500.0
38017,4600.0
21556,5600.0
31322,4800.0
23368,5800.0
524,1700.0
36783,9000.0
33394,4200.0
18744,2800.0
39224,22722.0
18598,1630.0
30013,4300.0
28646,4500.0
796,20000.0
28604,2800.0
40669,2390.0
24757,5300.0
25485,3300.0
14970,6200.0
29107,3600.0
8473,5400.0
38028,5000.0
20479,10000.0
33676,3500.0
34418,4000.0
17589,4500.0
20145,3600.0
4329,8500.0
32099,7000.0
33279,3600.0
154,3200.0
13170,1490.0
11605,2750.0
6989,4600.0
1843,6800.0
35912,4900.0
15943,3800.0
21739,11000.0
40742,2990.0
28689,1660.0
692,6200.0
8771,5500.0
33111,6600.0
20386,30000.0
37218,4400.0
40623,1860.0
8946,1600.0
32319,12800.0
36992,2600.0
40638,2190.0
16583,4100.0
1026,7000.0
5367,4800.0
11035,4000.0
11500,3300.0
24307,5000.0
37869,3600.0
12117,8000.0
17360,4700.0
10497,4600.0
31205,2350.0
23391,5400.0
2334,5800.0
17908,2400.0
33595,5800.0
40450,2490.0
33427,7500.0
9421,3000.0
11022,3200.0
6403,26000.0
30869,4350.0
21419,2100.0
19878,1500.0
10737,1800.0
334,4800.0
32427,2300.0
17797,3500.0
32277,3700.0
19636,2500.0
3828,4100.0
17947,4700.0
27874,3000.0
30716,2500.0
38833,4000.0
20515,4800.0
173,2000.0
24607,5600.0
2252,18500.0
38206,6100.0
27039,2800.0
22218,9000.0
37720,3500.0
27897,3900.0
24179,2000.0
21504,6800.0
30906,5000.0
30996,3200.0
10867,3030.0
31725,3400.0
8327,8000.0
16732,3700.0
19165,5500.0
24122,2900.0
16183,2600.0
40894,1490.0
39189,3500.0
36311,7800.0
18791,6800.0
38762,8000.0
15397,7300.0
7963,4500.0
13454,4000.0
35491,1930.0
21501,2130.0
1871,7000.0
19030,4900.0
23319,3000.0
22136,3700.0
18146,4500.0
29694,1430.0
13224,3700.0
13557,2290.0
34322,1660.0
29971,3090.0
18363,11500.0
4940,2800.0
16357,4800.0
7015,1800.0
12090,1890.0
15608,2900.0
39712,1630.0
23689,3500.0
39177,7200.0
23587,5500.0
4989,5500.0
233,5600.0
10338,2700.0
25956,2500.0
36800,2000.0
11360,4000.0
35247,3100.0
31234,11000.0
2670,4500.0
18842,2190.0
24764,5200.0
19402,4000.0
30072,3700.0
9201,3300.0
20371,5800.0
19378,4590.0
7644,3000.0
22306,12400.0
16707,3500.0
7291,3200.0
36672,2190.0
20781,6000.0
32687,4500.0
8913,2700.0
38189,16500.0
25608,4600.0
2383,5500.0
3925,3400.0
24986,2500.0
36303,8230.0
25898,4400.0
15286,5200.0
35158,20000.0
7367,2000.0
39879,3100.0
36210,3500.0
4516,3100.0
7348,4300.0
35906,4260.0
22086,4800.0
19246,9000.0
19659,1700.0
24684,4900.0
29177,1490.0
41101,1790.0
1547,1850.0
28393,6500.0
24394,15000.0
25653,3500.0
1372,3090.0
21763,2990.0
418,2000.0
13512,7800.0
17528,4300.0
10097,4000.0
36780,8300.0
15089,3500.0
13613,7300.0
13184,1030.0
15224,2590.0
16242,7800.0
8944,1900.0
2152,4900.0
9172,4700.0
25967,7800.0
5998,3900.0
31092,6300.0
41297,1890.0
26670,3500.0
11922,3800.0
38767,2800.0
23807,8600.0
3426,4400.0
26356,1900.0
35332,5000.0
29112,8300.0
11537,3500.0
14799,2060.0
21144,3900.0
16876,1890.0
37641,7000.0
9986,1660.0
36393,7000.0
38987,3500.0
7886,4300.0
20062,7700.0
25773,5000.0
35959,4300.0
38630,12000.0
25289,2730.0
13907,3600.0
13656,3700.0
1641,6000.0
30265,4900.0
35283,4300.0
30017,2500.0
10626,5800.0
14907,12000.0
5693,4100.0
40304,1830.0
1542,4500.0
3740,16000.0
19572,12000.0
31622,6350.0
25317,3900.0
23240,3200.0
33198,2670.0
472,2300.0
11776,3600.0
6079,1800.0
33681,4500.0
25366,5500.0
29929,2300.0
16609,5400.0
37749,2000.0
10892,2600.0
35484,2290.0
14400,5000.0
25475,2800.0
26483,5400.0
35563,5000.0
28171,3400.0
22018,3700.0
4826,4200.0
23973,2600.0
17769,5100.0
20754,4000.0
617,700.0
6936,6000.0
1278,1000.0
23669,5650.0
8635,6000.0
14562,17000.0
37384,3900.0
9355,3500.0
34272,2300.0
41340,2070.0
14548,4500.0
4013,2500.0
4199,1600.0
5336,6000.0
14432,2700.0
5775,5000.0
24367,2300.0
17073,13000.0
34137,1590.0
813,5300.0
2622,4600.0
8201,3500.0
20122,3600.0
29937,3300.0
36627,3900.0
12793,1490.0
14195,1890.0
19322,4700.0
27007,12500.0
27829,800.0
19817,32000.0
10438,2530.0
30860,3700.0
31389,4600.0
28434,5500.0
4658,5600.0
39717,1490.0
21001,8000.0
25293,3300.0
37521,3900.0
10328,4400.0
6566,2700.0
40037,1470.0
2505,11000.0
31223,5000.0
19223,7500.0
37567,4800.0
16391,5000.0
26384,2900.0
14147,3800.0
29631,3000.0
24323,4000.0
9521,2000.0
35298,3600.0
19350,1760.0
37244,8900.0
37177,3000.0
4064,5800.0
5880,13500.0
35257,2190.0
26978,5000.0
41359,1590.0
36328,3100.0
3984,3800.0
18707,4500.0
40480,1290.0
25348,1330.0
13762,2800.0
6295,3400.0
25155,7100.0
21782,3800.0
38605,2400.0
26992,8000.0
28428,11000.0
28247,1090.0
37795,1700.0
18683,3000.0
19709,890.0
16616,3190.0
33202,4500.0
10617,1690.0
11169,4500.0
8235,5500.0
28822,8000.0
30359,1770.0
26794,2800.0
27118,4700.0
2363,2400.0
39635,1760.0
20585,14000.0
31863,6400.0
30984,23000.0
30003,2400.0
17000,3250.0
23629,3300.0
15466,11000.0
12514,4100.0
15972,4450.0
15442,1860.0
37680,4800.0
14736,7300.0
13373,1600.0
18093,6000.0
23653,5000.0
11033,5100.0
11269,4500.0
16916,10500.0
4856,3550.0
10258,1800.0
13249,1590.0
25572,4700.0
29533,3000.0
26442,3600.0
11566,3400.0
31429,3300.0
37898,3700.0
30046,2000.0
39516,3400.0
21793,4100.0
24029,4200.0
3625,20000.0
18438,7300.0
11765,3100.0
16451,5300.0
30496,3950.0
20320,5600.0
33206,4000.0
21891,1830.0
12858,4900.0
20533,2060.0
30979,5000.0
28301,2900.0
31597,3800.0
27703,4200.0
23797,7500.0
6561,3800.0
3796,5100.0
15428,2900.0
30068,6000.0
16049,3200.0
26889,8700.0
9552,4300.0
35745,5000.0
37311,5500.0
21832,3400.0
17480,1200.0
30919,8000.0
34271,4000.0
26861,3300.0
37367,3000.0
35564,6300.0
14510,1560.0
3757,12000.0
33353,3500.0
17967,4500.0
36633,3600.0
36245,1500.0
8696,2000.0
15217,1830.0
11097,6000.0
12493,2600.0
350,1650.0
37976,4500.0
2920,12000.0
6977,7400.0
33150,4000.0
7583,5100.0
1228,1630.0
8003,3560.0
20890,4460.0
9348,3100.0
1377,3400.0
21039,5000.0
4612,2300.0
7592,2600.0
1735,2500.0
33328,14200.0
28795,5000.0
15271,7200.0
28374,2600.0
23567,9700.0
15104,1890.0
3495,4900.0
28103,6300.0
24854,3334.0
39236,4000.0
3194,5500.0
7948,4400.0
36194,4090.0
1679,5800.0
11060,5800.0
8156,3530.0
23602,3200.0
18035,7900.0
17004,3800.0
15097,4900.0
41407,4900.0
101,6000.0
28240,1900.0
7110,3700.0
18708,5000.0
31395,2370.0
40652,3870.0
16630,5000.0
20046,2700.0
14589,4500.0
12998,6300.0
15695,7300.0
11218,5600.0
7302,1700.0
22301,3900.0
22116,3500.0
17496,13000.0
38959,10000.0
34955,3800.0
27901,2600.0
22168,5500.0
28057,13000.0
14348,2090.0
27429,3400.0
1030,2900.0
41109,860.0
36584,3500.0
6139,4000.0
16756,8000.0
22069,10000.0
19298,3833.0
40873,990.0
16364,2090.0
30009,3700.0
32351,4800.0
7363,2300.0
32856,6800.0
6360,4500.0
24176,5400.0
17552,1990.0
2599,6000.0
19795,3450.0
7571,4000.0
13057,4390.0
14105,6260.0
8759,1800.0
12087,1430.0
33620,5300.0
21058,21800.0
17296,4500.0
41040,2200.0
19915,29000.0
27034,6500.0
31342,3600.0
10689,1500.0
40016,3090.0
11279,3200.0
22866,1660.0
20190,2000.0
4832,2500.0
2389,4000.0
26507,5900.0
32390,10000.0
28445,1300.0
21233,4100.0
39380,1630.0
707,5400.0
12495,1390.0
24887,1600.0
19331,6800.0
30190,7000.0
18541,4000.0
28086,4100.0
36070,3200.0
31066,8000.0
2477,5000.0
39440,1500.0
37742,4500.0
5846,5200.0
34663,2900.0
36625,3600.0
2190,14500.0
2654,9000.0
26722,3530.0
36184,4300.0
3501,3200.0
23161,4200.0
781,10000.0
38914,2260.0
37773,4000.0
12375,3200.0
14425,1690.0
38759,5000.0
29299,3500.0
36182,3500.0
464,1250.0
19213,6000.0
27466,3800.0
34000,25000.0
18393,3100.0
14113,1690.0
21310,2600.0
21375,10000.0
17851,5500.0
17694,4200.0
37615,5000.0
37857,4260.0
4480,5000.0
35717,14500.0
18288,3000.0
17099,3400.0
10987,3400.0
8662,1200.0
11076,1390.0
5543,4400.0
30150,5800.0
29415,4000.0
34733,4800.0
613,1600.0
35702,7200.0
12905,3900.0
26672,3500.0
4607,3200.0
26773,2400.0
40764,3960.0
26509,3700.0
21751,11000.0
14538,3300.0
16007,8400.0
20110,7000.0
23094,4400.0
26979,10000.0
31734,5000.0
11794,2590.0
11346,5000.0
16977,6500.0
4176,1600.0
15082,3200.0
27205,3700.0
31421,25000.0
20161,4500.0
9241,3300.0
37402,2290.0
706,1200.0
18251,9500.0
30673,2100.0
34949,7000.0
29793,4900.0
33232,6800.0
13997,4800.0
3064,3500.0
31636,6890.0
28449,5300.0
6478,2500.0
26073,2800.0
39026,2790.0
30260,3400.0
27030,3800.0
27202,4000.0
39746,2130.0
20323,5500.0
21394,2400.0
39127,6000.0
18855,960.0
15942,3800.0
37230,5800.0
13753,4400.0
10213,8800.0
20958,4000.0
9393,1260.0
7902,4000.0
9249,1300.0
38099,3500.0
11467,3900.0
15376,3500.0
18733,6000.0
7414,1700.0
6293,5000.0
37121,6000.0
2641,8000.0
4519,4000.0
35464,30000.0
8528,5000.0
1822,1500.0
2120,5000.0
8182,3950.0
37858,5600.0
22893,1930.0
2503,3800.0
1800,12000.0
31189,3300.0
6358,5200.0
16953,4600.0
25537,3300.0
13835,4300.0
33421,1900.0
6624,4600.0
19573,6300.0
10622,3650.0
38434,4000.0
1343,1490.0
1484,2150.0
6614,2000.0
23880,8500.0
2197,5500.0
38264,1700.0
30833,5800.0
4078,3100.0
22612,4400.0
34894,3000.0
25915,5000.0
25707,5790.0
33680,6800.0
7311,2700.0
13025,4300.0
5244,4200.0
36649,2830.0
7323,3400.0
28501,3600.0
37455,4470.0
9161,5800.0
14047,3900.0
40907,1560.0
12500,4800.0
21988,3600.0
25275,1700.0
31438,6500.0
38995,3590.0
24020,1590.0
14886,12500.0
2752,11200.0
23746,5700.0
6773,4500.0
8614,6600.0
37757,2900.0
16377,8000.0
33093,8000.0
25656,4000.0
34879,6500.0
26020,3300.0
13730,4300.0
15729,9000.0
36419,2000.0
6521,6000.0
17617,3200.0
15683,3800.0
853,13000.0
10843,3300.0
22241,3500.0
24137,6300.0
14628,3150.0
28250,1500.0
18144,3500.0
22686,13500.0
38831,3300.0
16994,6300.0
31676,3500.0
5456,4300.0
17085,4500.0
26449,3800.0
38362,2400.0
5843,7200.0
14034,1390.0
33728,3000.0
4423,2700.0
6187,3200.0
20701,5200.0
